,games,gs,name,team,war,year,starter,height,weight,bmi,yoc
22025,33.0,25.0,Tom Underwood,Phillies,2.2,1976.0,sp,71,170,23.70759769886927,3.0
22026,33.0,17.0,Tom Underwood,2 Teams,1.0,1977.0,sp,71,170,23.70759769886927,4.0
22027,14.0,0.0,Tom Underwood,Phillies,0.1,1977.0,rp,71,170,23.70759769886927,4.0
22028,31.0,30.0,Tom Underwood,Blue Jays,2.0,1978.0,sp,71,170,23.70759769886927,5.0
22029,33.0,32.0,Tom Underwood,Blue Jays,2.7,1979.0,sp,71,170,23.70759769886927,6.0
22030,38.0,27.0,Tom Underwood,Yankees,2.7,1980.0,sp,71,170,23.70759769886927,7.0
22031,25.0,11.0,Tom Underwood,2 Teams,1.3,1981.0,rp,71,170,23.70759769886927,8.0
22032,9.0,6.0,Tom Underwood,Yankees,0.7,1981.0,sp,71,170,23.70759769886927,8.0
22033,56.0,10.0,Tom Underwood,Athletics,1.3,1982.0,rp,71,170,23.70759769886927,9.0
22034,51.0,15.0,Tom Underwood,Athletics,0.9,1983.0,rp,71,170,23.70759769886927,10.0
22035,37.0,1.0,Tom Underwood,Orioles,-0.1,1984.0,rp,71,170,23.70759769886927,11.0
22036,1.0,0.0,Cecil Upshaw,Braves,0.0,1966.0,rp,78,205,23.687541091387246,1.0
22037,30.0,0.0,Cecil Upshaw,Braves,0.2,1967.0,rp,78,205,23.687541091387246,2.0
22038,52.0,0.0,Cecil Upshaw,Braves,0.8,1968.0,rp,78,205,23.687541091387246,3.0
22039,62.0,0.0,Cecil Upshaw,Braves,0.8,1969.0,rp,78,205,23.687541091387246,4.0
22040,49.0,0.0,Cecil Upshaw,Braves,0.8,1971.0,rp,78,205,23.687541091387246,6.0
22041,42.0,0.0,Cecil Upshaw,Braves,-0.1,1972.0,rp,78,205,23.687541091387246,7.0
22042,40.0,0.0,Cecil Upshaw,2 Teams,0.1,1973.0,rp,78,205,23.687541091387246,8.0
22043,5.0,0.0,Cecil Upshaw,Braves,0.1,1973.0,rp,78,205,23.687541091387246,8.0
22044,43.0,0.0,Cecil Upshaw,2 Teams,0.5,1974.0,rp,78,205,23.687541091387246,9.0
22045,7.0,0.0,Cecil Upshaw,Indians,0.0,1974.0,rp,78,205,23.687541091387246,9.0
22046,29.0,0.0,Cecil Upshaw,White Sox,-0.4,1975.0,rp,78,205,23.687541091387246,10.0
22047,18.0,9.0,Tom Urbani,Cardinals,0.7,1993.0,sp,73,190,25.064740101332333,1.0
22048,20.0,10.0,Tom Urbani,Cardinals,0.2,1994.0,sp,73,190,25.064740101332333,2.0
22049,24.0,13.0,Tom Urbani,Cardinals,0.6,1995.0,sp,73,190,25.064740101332333,3.0
22050,19.0,4.0,Tom Urbani,2 Teams,-0.5,1996.0,rp,73,190,25.064740101332333,4.0
22051,3.0,2.0,Tom Urbani,Cardinals,-0.1,1996.0,sp,73,190,25.064740101332333,4.0
22052,7.0,4.0,Ugueth Urbina,Expos,-0.4,1995.0,sp,74,185,23.75,1.0
22053,33.0,17.0,Ugueth Urbina,Expos,0.9,1996.0,sp,74,185,23.75,2.0
22054,63.0,0.0,Ugueth Urbina,Expos,0.8,1997.0,rp,74,185,23.75,3.0
22055,64.0,0.0,Ugueth Urbina,Expos,2.2,1998.0,rp,74,185,23.75,4.0
22056,71.0,0.0,Ugueth Urbina,Expos,2.2,1999.0,rp,74,185,23.75,5.0
22057,13.0,0.0,Ugueth Urbina,Expos,0.6,2000.0,rp,74,185,23.75,6.0
22058,64.0,0.0,Ugueth Urbina,2 Teams,1.2,2001.0,rp,74,185,23.75,7.0
22059,45.0,0.0,Ugueth Urbina,Expos,0.3,2001.0,rp,74,185,23.75,7.0
22060,61.0,0.0,Ugueth Urbina,Red Sox,1.3,2002.0,rp,74,185,23.75,8.0
22061,72.0,0.0,Ugueth Urbina,2 Teams,1.3,2003.0,rp,74,185,23.75,9.0
22062,39.0,0.0,Ugueth Urbina,Rangers,0.3,2003.0,rp,74,185,23.75,9.0
22063,54.0,0.0,Ugueth Urbina,Tigers,0.1,2004.0,rp,74,185,23.75,10.0
22064,81.0,0.0,Ugueth Urbina,2 Teams,0.7,2005.0,rp,74,185,23.75,11.0
22065,25.0,0.0,Ugueth Urbina,Tigers,0.1,2005.0,rp,74,185,23.75,11.0
22066,1.0,0.0,Lino Urdaneta,Tigers,0.0,2004.0,rp,73,170,22.426346406455245,1.0
22067,2.0,0.0,Lino Urdaneta,Mets,-0.1,2007.0,rp,73,170,22.426346406455245,4.0
22068,18.0,15.0,Julio Urias,Dodgers,1.8,2016.0,sp,72,215,29.156057098765434,1.0
22069,5.0,5.0,Julio Urias,Dodgers,0.2,2017.0,sp,72,215,29.156057098765434,2.0
22070,41.0,12.0,John Urrea,Cardinals,1.6,1977.0,rp,75,205,25.620444444444445,1.0
22071,27.0,12.0,John Urrea,Cardinals,0.8,1978.0,rp,75,205,25.620444444444445,2.0
22072,3.0,2.0,John Urrea,Cardinals,0.1,1979.0,sp,75,205,25.620444444444445,3.0
22073,30.0,1.0,John Urrea,Cardinals,-0.2,1980.0,rp,75,205,25.620444444444445,4.0
22074,38.0,0.0,John Urrea,Padres,-0.3,1981.0,rp,75,205,25.620444444444445,5.0
22075,3.0,3.0,Marc Valdes,Marlins,-0.2,1995.0,sp,72,170,23.053626543209877,1.0
22076,11.0,8.0,Marc Valdes,Marlins,0.0,1996.0,sp,72,170,23.053626543209877,2.0
22077,48.0,7.0,Marc Valdes,Expos,1.0,1997.0,rp,72,170,23.053626543209877,3.0
22078,20.0,4.0,Marc Valdes,Expos,-0.3,1998.0,rp,72,170,23.053626543209877,4.0
22079,53.0,0.0,Marc Valdes,Astros,0.5,2000.0,rp,72,170,23.053626543209877,6.0
22080,9.0,0.0,Marc Valdes,Braves,-0.4,2001.0,rp,72,170,23.053626543209877,7.0
22081,38.0,1.0,Raul Valdes,Mets,0.1,2010.0,rp,71,190,26.496726839912714,1.0
22082,13.0,0.0,Raul Valdes,2 Teams,0.2,2011.0,rp,71,190,26.496726839912714,2.0
22083,7.0,0.0,Raul Valdes,Cardinals,0.1,2011.0,rp,71,190,26.496726839912714,2.0
22084,27.0,1.0,Raul Valdes,Phillies,0.7,2012.0,rp,71,190,26.496726839912714,3.0
22085,17.0,1.0,Raul Valdes,Phillies,0.0,2013.0,rp,71,190,26.496726839912714,4.0
22086,8.0,0.0,Raul Valdes,Astros,-0.3,2014.0,rp,71,190,26.496726839912714,5.0
22087,11.0,0.0,Carlos Valdez,Giants,-0.1,1995.0,rp,71,165,23.010315413608414,1.0
22088,4.0,0.0,Carlos Valdez,Red Sox,0.0,1998.0,rp,71,165,23.010315413608414,4.0
22089,9.0,2.0,Cesar Valdez,Diamondbacks,0.0,2010.0,rp,74,200,25.675675675675674,1.0
22090,11.0,4.0,Cesar Valdez,2 Teams,-0.1,2017.0,rp,74,200,25.675675675675674,8.0
22091,4.0,1.0,Cesar Valdez,Athletics,-0.2,2017.0,rp,74,200,25.675675675675674,8.0
22092,13.0,0.0,Efrain Valdez,Indians,-0.2,1990.0,rp,71,180,25.102162269390995,1.0
22093,7.0,0.0,Efrain Valdez,Indians,0.0,1991.0,rp,71,180,25.102162269390995,2.0
22094,6.0,0.0,Efrain Valdez,Diamondbacks,-0.1,1998.0,rp,71,180,25.102162269390995,9.0
22095,21.0,1.0,Ismael Valdez,Dodgers,0.4,1994.0,rp,75,185,23.120888888888892,1.0
22096,33.0,27.0,Ismael Valdez,Dodgers,3.8,1995.0,sp,75,185,23.120888888888892,2.0
22097,33.0,33.0,Ismael Valdez,Dodgers,4.4,1996.0,sp,75,185,23.120888888888892,3.0
22098,30.0,30.0,Ismael Valdez,Dodgers,3.9,1997.0,sp,75,185,23.120888888888892,4.0
22099,27.0,27.0,Ismael Valdez,Dodgers,2.2,1998.0,sp,75,185,23.120888888888892,5.0
22100,32.0,32.0,Ismael Valdez,Dodgers,2.2,1999.0,sp,75,185,23.120888888888892,6.0
22101,21.0,20.0,Ismael Valdez,2 Teams,0.4,2000.0,sp,75,185,23.120888888888892,7.0
22102,12.0,12.0,Ismael Valdez,Cubs,-0.2,2000.0,sp,75,185,23.120888888888892,7.0
22103,27.0,27.0,Ismael Valdez,Angels,2.0,2001.0,sp,75,185,23.120888888888892,8.0
22104,31.0,31.0,Ismael Valdez,2 Teams,2.4,2002.0,sp,75,185,23.120888888888892,9.0
22105,23.0,23.0,Ismael Valdez,Rangers,1.8,2002.0,sp,75,185,23.120888888888892,9.0
22106,22.0,22.0,Ismael Valdez,Rangers,0.2,2003.0,sp,75,185,23.120888888888892,10.0
22107,34.0,31.0,Ismael Valdez,2 Teams,-0.5,2004.0,sp,75,185,23.120888888888892,11.0
22108,23.0,20.0,Ismael Valdez,Padres,-0.4,2004.0,sp,75,185,23.120888888888892,11.0
22109,14.0,7.0,Ismael Valdez,Marlins,0.0,2005.0,sp,75,185,23.120888888888892,12.0
22110,12.0,0.0,Jose Valdez,Astros,-0.1,2011.0,rp,76,200,24.342105263157897,1.0
22111,12.0,0.0,Jose Valdez,Astros,0.0,2012.0,rp,76,200,24.342105263157897,2.0
22112,2.0,0.0,Merkin Valdez,Giants,-0.1,2004.0,rp,75,235,29.369777777777777,1.0
22113,17.0,1.0,Merkin Valdez,Giants,0.1,2008.0,rp,75,235,29.369777777777777,5.0
22114,48.0,0.0,Merkin Valdez,Giants,-0.2,2009.0,rp,75,235,29.369777777777777,6.0
22115,2.0,0.0,Merkin Valdez,Blue Jays,0.0,2010.0,rp,75,235,29.369777777777777,7.0
22116,5.0,0.0,Merkin Valdez,Rangers,-0.1,2011.0,rp,75,235,29.369777777777777,8.0
22117,3.0,0.0,Rafael Valdez,Padres,-0.5,1990.0,rp,71,165,23.010315413608414,1.0
22118,5.0,5.0,Sergio Valdez,Expos,0.3,1986.0,sp,73,190,25.064740101332333,1.0
22119,19.0,1.0,Sergio Valdez,Braves,-0.3,1989.0,rp,73,190,25.064740101332333,4.0
22120,30.0,13.0,Sergio Valdez,2 Teams,0.0,1990.0,rp,73,190,25.064740101332333,5.0
22121,6.0,0.0,Sergio Valdez,Braves,0.0,1990.0,rp,73,190,25.064740101332333,5.0
22122,6.0,0.0,Sergio Valdez,Indians,-0.1,1991.0,rp,73,190,25.064740101332333,6.0
22123,27.0,0.0,Sergio Valdez,Expos,0.4,1992.0,rp,73,190,25.064740101332333,7.0
22124,4.0,0.0,Sergio Valdez,Expos,-0.1,1993.0,rp,73,190,25.064740101332333,8.0
22125,12.0,1.0,Sergio Valdez,Red Sox,-0.3,1994.0,rp,73,190,25.064740101332333,9.0
22126,13.0,11.0,Sergio Valdez,Giants,-0.1,1995.0,sp,73,190,25.064740101332333,10.0
22127,39.0,30.0,Wilson Valdez,Phillies,-0.2,2011.0,sp,71,170,23.70759769886927,1.0
22128,15.0,15.0,Wilson Valdez,Reds,-1.2,2012.0,sp,71,170,23.70759769886927,2.0
22129,2.0,0.0,Joe Valentine,Reds,-0.1,2003.0,rp,74,195,25.033783783783786,1.0
22130,24.0,1.0,Joe Valentine,Reds,-0.2,2004.0,rp,74,195,25.033783783783786,2.0
22131,16.0,0.0,Joe Valentine,Reds,-0.4,2005.0,rp,74,195,25.033783783783786,3.0
22132,3.0,3.0,Julio Valera,Mets,0.0,1990.0,sp,74,215,27.60135135135135,1.0
22133,2.0,0.0,Julio Valera,Mets,0.0,1991.0,rp,74,215,27.60135135135135,2.0
22134,30.0,28.0,Julio Valera,Angels,3.1,1992.0,sp,74,215,27.60135135135135,3.0
22135,19.0,5.0,Julio Valera,Angels,0.1,1993.0,rp,74,215,27.60135135135135,4.0
22136,31.0,2.0,Julio Valera,Royals,0.2,1996.0,rp,74,215,27.60135135135135,7.0
22137,54.0,0.0,Jose Valverde,Diamondbacks,1.1,2003.0,rp,76,265,32.25328947368421,1.0
22138,29.0,0.0,Jose Valverde,Diamondbacks,-0.2,2004.0,rp,76,265,32.25328947368421,2.0
22139,61.0,0.0,Jose Valverde,Diamondbacks,1.6,2005.0,rp,76,265,32.25328947368421,3.0
22140,44.0,0.0,Jose Valverde,Diamondbacks,0.9,2006.0,rp,76,265,32.25328947368421,4.0
22141,65.0,0.0,Jose Valverde,Diamondbacks,1.4,2007.0,rp,76,265,32.25328947368421,5.0
22142,74.0,0.0,Jose Valverde,Astros,1.1,2008.0,rp,76,265,32.25328947368421,6.0
22143,52.0,0.0,Jose Valverde,Astros,0.8,2009.0,rp,76,265,32.25328947368421,7.0
22144,60.0,0.0,Jose Valverde,Tigers,0.5,2010.0,rp,76,265,32.25328947368421,8.0
22145,75.0,0.0,Jose Valverde,Tigers,0.9,2011.0,rp,76,265,32.25328947368421,9.0
22146,71.0,0.0,Jose Valverde,Tigers,0.9,2012.0,rp,76,265,32.25328947368421,10.0
22147,20.0,0.0,Jose Valverde,Tigers,-0.6,2013.0,rp,76,265,32.25328947368421,11.0
22148,21.0,0.0,Jose Valverde,Mets,-0.2,2014.0,rp,76,265,32.25328947368421,12.0
22149,6.0,5.0,John Van Benschoten,Pirates,0.0,2004.0,sp,76,215,26.167763157894736,1.0
22150,11.0,9.0,John Van Benschoten,Pirates,-0.2,2007.0,sp,76,215,26.167763157894736,4.0
22151,9.0,5.0,John Van Benschoten,Pirates,-0.7,2008.0,sp,76,215,26.167763157894736,5.0
22152,6.0,0.0,Jermaine Van Buren,Cubs,-0.1,2005.0,rp,73,220,29.022330643647965,1.0
22153,10.0,0.0,Jermaine Van Buren,Red Sox,-0.2,2006.0,rp,73,220,29.022330643647965,2.0
22154,18.0,17.0,Rick van den Hurk,Marlins,0.1,2007.0,sp,77,215,25.492494518468543,1.0
22155,4.0,4.0,Rick van den Hurk,Marlins,0.3,2008.0,sp,77,215,25.492494518468543,2.0
22156,11.0,11.0,Rick van den Hurk,Marlins,0.1,2009.0,sp,77,215,25.492494518468543,3.0
22157,9.0,1.0,Rick van den Hurk,2 Teams,0.1,2010.0,rp,77,215,25.492494518468543,4.0
22158,2.0,0.0,Rick van den Hurk,Marlins,0.0,2010.0,rp,77,215,25.492494518468543,4.0
22159,4.0,2.0,Rick van den Hurk,Orioles,-0.4,2011.0,sp,77,215,25.492494518468543,5.0
22160,4.0,0.0,Rick van den Hurk,Pirates,0.0,2012.0,rp,77,215,25.492494518468543,6.0
22161,7.0,7.0,Tim Van Egmond,Red Sox,0.0,1994.0,sp,74,185,23.75,1.0
22162,4.0,1.0,Tim Van Egmond,Red Sox,-0.2,1995.0,rp,74,185,23.75,2.0
22163,12.0,9.0,Tim Van Egmond,Brewers,0.7,1996.0,sp,74,185,23.75,3.0
22164,1.0,3.0,Jonathan Van Every,Red Sox,0.2,2009.0,sp,73,190,25.064740101332333,1.0
22165,6.0,1.0,Jonathan Van Every,Red Sox,0.1,2010.0,rp,73,190,25.064740101332333,2.0
22166,5.0,5.0,Andy Van Hekken,Tigers,0.5,2002.0,sp,75,175,21.871111111111112,1.0
22167,1.0,1.0,Todd Van Poppel,Athletics,0.0,1991.0,sp,77,210,24.899645808736715,1.0
22168,16.0,16.0,Todd Van Poppel,Athletics,-0.2,1993.0,sp,77,210,24.899645808736715,3.0
22169,23.0,23.0,Todd Van Poppel,Athletics,-0.4,1994.0,sp,77,210,24.899645808736715,4.0
22170,36.0,14.0,Todd Van Poppel,Athletics,1.8,1995.0,rp,77,210,24.899645808736715,5.0
22171,37.0,15.0,Todd Van Poppel,2 Teams,-1.1,1996.0,rp,77,210,24.899645808736715,6.0
22172,28.0,6.0,Todd Van Poppel,Athletics,-0.4,1996.0,rp,77,210,24.899645808736715,6.0
22173,22.0,11.0,Todd Van Poppel,2 Teams,0.3,1998.0,sp,77,210,24.899645808736715,8.0
22174,4.0,4.0,Todd Van Poppel,Rangers,-0.2,1998.0,sp,77,210,24.899645808736715,8.0
22175,51.0,2.0,Todd Van Poppel,Cubs,0.5,2000.0,rp,77,210,24.899645808736715,10.0
22176,59.0,0.0,Todd Van Poppel,Cubs,0.7,2001.0,rp,77,210,24.899645808736715,11.0
22177,50.0,0.0,Todd Van Poppel,Rangers,0.1,2002.0,rp,77,210,24.899645808736715,12.0
22178,16.0,5.0,Todd Van Poppel,2 Teams,0.3,2003.0,rp,77,210,24.899645808736715,13.0
22179,7.0,1.0,Todd Van Poppel,Rangers,0.0,2003.0,rp,77,210,24.899645808736715,13.0
22180,48.0,11.0,Todd Van Poppel,Reds,0.4,2004.0,rp,77,210,24.899645808736715,14.0
22181,2.0,1.0,Cory Vance,Rockies,-0.2,2002.0,sp,73,195,25.724338525051607,1.0
22182,9.0,3.0,Cory Vance,Rockies,-0.2,2003.0,rp,73,195,25.724338525051607,2.0
22183,20.0,18.0,Sandy Vance,Dodgers,1.0,1970.0,sp,74,180,23.10810810810811,1.0
22184,10.0,3.0,Sandy Vance,Dodgers,0.2,1971.0,rp,74,180,23.10810810810811,2.0
22185,78.0,0.0,Ed Vande Berg,Mariners,1.5,1982.0,rp,74,180,23.10810810810811,1.0
22186,68.0,0.0,Ed Vande Berg,Mariners,0.8,1983.0,rp,74,180,23.10810810810811,2.0
22187,50.0,17.0,Ed Vande Berg,Mariners,0.6,1984.0,rp,74,180,23.10810810810811,3.0
22188,76.0,0.0,Ed Vande Berg,Mariners,0.5,1985.0,rp,74,180,23.10810810810811,4.0
22189,60.0,0.0,Ed Vande Berg,Dodgers,-0.6,1986.0,rp,74,180,23.10810810810811,5.0
22190,55.0,0.0,Ed Vande Berg,Indians,0.3,1987.0,rp,74,180,23.10810810810811,6.0
22191,26.0,0.0,Ed Vande Berg,Rangers,0.3,1988.0,rp,74,180,23.10810810810811,7.0
22192,7.0,7.0,Cesar Vargas,Padres,0.1,2016.0,sp,74,220,28.243243243243246,1.0
22193,23.0,20.0,Claudio Vargas,Expos,0.8,2003.0,sp,75,225,28.12,1.0
22194,45.0,14.0,Claudio Vargas,Expos,-1.1,2004.0,rp,75,225,28.12,2.0
22195,25.0,23.0,Claudio Vargas,2 Teams,0.6,2005.0,sp,75,225,28.12,3.0
22196,4.0,4.0,Claudio Vargas,Nationals,-0.3,2005.0,sp,75,225,28.12,3.0
22197,31.0,30.0,Claudio Vargas,Diamondbacks,1.9,2006.0,sp,75,225,28.12,4.0
22198,29.0,23.0,Claudio Vargas,Brewers,0.7,2007.0,sp,75,225,28.12,5.0
22199,11.0,4.0,Claudio Vargas,Mets,0.2,2008.0,rp,75,225,28.12,6.0
22200,36.0,0.0,Claudio Vargas,2 Teams,0.3,2009.0,rp,75,225,28.12,7.0
22201,8.0,0.0,Claudio Vargas,Dodgers,0.0,2009.0,rp,75,225,28.12,7.0
22202,17.0,0.0,Claudio Vargas,Brewers,-0.1,2010.0,rp,75,225,28.12,8.0
22203,4.0,0.0,Anthony Varvaro,Mariners,-0.3,2010.0,rp,72,190,25.765817901234566,1.0
22204,18.0,0.0,Anthony Varvaro,Braves,-0.1,2011.0,rp,72,190,25.765817901234566,2.0
22205,12.0,0.0,Anthony Varvaro,Braves,0.0,2012.0,rp,72,190,25.765817901234566,3.0
22206,62.0,0.0,Anthony Varvaro,Braves,0.2,2013.0,rp,72,190,25.765817901234566,4.0
22207,61.0,0.0,Anthony Varvaro,Braves,0.3,2014.0,rp,72,190,25.765817901234566,5.0
22208,9.0,0.0,Anthony Varvaro,Red Sox,0.1,2015.0,rp,72,190,25.765817901234566,6.0
22209,7.0,7.0,Anthony Vasquez,Mariners,-1.2,2011.0,sp,72,175,23.731674382716047,1.0
22210,53.0,0.0,Esmerling Vasquez,Diamondbacks,0.2,2009.0,rp,73,200,26.383936948770877,1.0
22211,57.0,0.0,Esmerling Vasquez,Diamondbacks,-0.3,2010.0,rp,73,200,26.383936948770877,2.0
22212,31.0,0.0,Esmerling Vasquez,Diamondbacks,0.0,2011.0,rp,73,200,26.383936948770877,3.0
22213,6.0,6.0,Esmerling Vasquez,Twins,0.2,2012.0,sp,73,200,26.383936948770877,4.0
22214,2.0,0.0,Jorge Vasquez,Royals,0.0,2004.0,rp,73,165,21.766747982735975,1.0
22215,7.0,0.0,Jorge Vasquez,Braves,-0.1,2005.0,rp,73,165,21.766747982735975,2.0
22216,9.0,0.0,Rafael Vasquez,Mariners,-0.2,1979.0,rp,72,160,21.69753086419753,1.0
22217,5.0,3.0,Virgil Vasquez,Tigers,-0.5,2007.0,sp,75,205,25.620444444444445,1.0
22218,14.0,7.0,Virgil Vasquez,Pirates,0.2,2009.0,sp,75,205,25.620444444444445,3.0
22219,1.0,1.0,Charlie Vaughan,Braves,0.2,1966.0,sp,73,185,24.405141677613063,1.0
22220,1.0,0.0,Charlie Vaughan,Braves,-0.1,1969.0,rp,73,185,24.405141677613063,4.0
22221,33.0,32.0,Javier Vazquez,Expos,0.5,1998.0,sp,74,210,26.959459459459456,1.0
22222,26.0,26.0,Javier Vazquez,Expos,2.2,1999.0,sp,74,210,26.959459459459456,2.0
22223,33.0,33.0,Javier Vazquez,Expos,5.2,2000.0,sp,74,210,26.959459459459456,3.0
22224,32.0,32.0,Javier Vazquez,Expos,6.1,2001.0,sp,74,210,26.959459459459456,4.0
22225,34.0,34.0,Javier Vazquez,Expos,4.6,2002.0,sp,74,210,26.959459459459456,5.0
22226,34.0,34.0,Javier Vazquez,Expos,6.0,2003.0,sp,74,210,26.959459459459456,6.0
22227,32.0,32.0,Javier Vazquez,Yankees,2.0,2004.0,sp,74,210,26.959459459459456,7.0
22228,33.0,33.0,Javier Vazquez,Diamondbacks,3.5,2005.0,sp,74,210,26.959459459459456,8.0
22229,33.0,32.0,Javier Vazquez,White Sox,4.7,2006.0,sp,74,210,26.959459459459456,9.0
22230,32.0,32.0,Javier Vazquez,White Sox,4.8,2007.0,sp,74,210,26.959459459459456,10.0
22231,33.0,33.0,Javier Vazquez,White Sox,4.7,2008.0,sp,74,210,26.959459459459456,11.0
22232,32.0,32.0,Javier Vazquez,Braves,6.5,2009.0,sp,74,210,26.959459459459456,12.0
22233,31.0,26.0,Javier Vazquez,Yankees,0.0,2010.0,sp,74,210,26.959459459459456,13.0
22234,32.0,32.0,Javier Vazquez,Marlins,3.1,2011.0,sp,74,210,26.959459459459456,14.0
22235,19.0,0.0,Donnie Veal,Pirates,-0.3,2009.0,rp,76,235,28.601973684210527,1.0
22236,24.0,0.0,Donnie Veal,White Sox,0.5,2012.0,rp,76,235,28.601973684210527,4.0
22237,50.0,0.0,Donnie Veal,White Sox,0.1,2013.0,rp,76,235,28.601973684210527,5.0
22238,7.0,0.0,Donnie Veal,White Sox,0.0,2014.0,rp,76,235,28.601973684210527,6.0
22239,5.0,0.0,Donnie Veal,Braves,-0.4,2015.0,rp,76,235,28.601973684210527,7.0
22240,11.0,6.0,Bob Veale,Pirates,1.0,1962.0,sp,78,212,24.496383957922422,1.0
22241,34.0,7.0,Bob Veale,Pirates,1.4,1963.0,rp,78,212,24.496383957922422,2.0
22242,40.0,38.0,Bob Veale,Pirates,6.5,1964.0,sp,78,212,24.496383957922422,3.0
22243,39.0,37.0,Bob Veale,Pirates,8.0,1965.0,sp,78,212,24.496383957922422,4.0
22244,38.0,37.0,Bob Veale,Pirates,5.3,1966.0,sp,78,212,24.496383957922422,5.0
22245,33.0,31.0,Bob Veale,Pirates,2.0,1967.0,sp,78,212,24.496383957922422,6.0
22246,36.0,33.0,Bob Veale,Pirates,2.6,1968.0,sp,78,212,24.496383957922422,7.0
22247,34.0,34.0,Bob Veale,Pirates,6.0,1969.0,sp,78,212,24.496383957922422,8.0
22248,34.0,32.0,Bob Veale,Pirates,3.7,1970.0,sp,78,212,24.496383957922422,9.0
22249,37.0,0.0,Bob Veale,Pirates,-0.2,1971.0,rp,78,212,24.496383957922422,10.0
22250,11.0,0.0,Bob Veale,2 Teams,0.3,1972.0,rp,78,212,24.496383957922422,11.0
22251,5.0,0.0,Bob Veale,Pirates,0.0,1972.0,rp,78,212,24.496383957922422,11.0
22252,32.0,0.0,Bob Veale,Red Sox,0.5,1973.0,rp,78,212,24.496383957922422,12.0
22253,18.0,0.0,Bob Veale,Red Sox,0.2,1974.0,rp,78,212,24.496383957922422,13.0
22254,18.0,0.0,Carlos Velazquez,Brewers,-0.2,1973.0,rp,71,180,25.102162269390995,1.0
22255,65.0,0.0,Mike Venafro,Rangers,0.9,1999.0,rp,70,180,25.82448979591837,1.0
22256,77.0,0.0,Mike Venafro,Rangers,1.0,2000.0,rp,70,180,25.82448979591837,2.0
22257,70.0,0.0,Mike Venafro,Rangers,0.4,2001.0,rp,70,180,25.82448979591837,3.0
22258,47.0,0.0,Mike Venafro,Athletics,-0.3,2002.0,rp,70,180,25.82448979591837,4.0
22259,24.0,0.0,Mike Venafro,Devil Rays,0.2,2003.0,rp,70,180,25.82448979591837,5.0
22260,17.0,0.0,Mike Venafro,Dodgers,0.0,2004.0,rp,70,180,25.82448979591837,6.0
22261,7.0,0.0,Mike Venafro,Rockies,0.0,2006.0,rp,70,180,25.82448979591837,8.0
22262,3.0,3.0,Yordano Ventura,Royals,-0.1,2013.0,sp,72,195,26.44386574074074,1.0
22263,31.0,30.0,Yordano Ventura,Royals,2.4,2014.0,sp,72,195,26.44386574074074,2.0
22264,28.0,28.0,Yordano Ventura,Royals,2.6,2015.0,sp,72,195,26.44386574074074,3.0
22265,32.0,32.0,Yordano Ventura,Royals,1.4,2016.0,sp,72,195,26.44386574074074,4.0
22266,23.0,0.0,Dario Veras,Padres,0.1,1996.0,rp,74,165,21.18243243243243,1.0
22267,23.0,0.0,Dario Veras,Padres,-0.4,1997.0,rp,74,165,21.18243243243243,2.0
22268,7.0,0.0,Dario Veras,Red Sox,-0.1,1998.0,rp,74,165,21.18243243243243,3.0
22269,12.0,0.0,Jose Veras,Yankees,-0.1,2006.0,rp,78,240,27.731755424063117,1.0
22270,9.0,0.0,Jose Veras,Yankees,0.1,2007.0,rp,78,240,27.731755424063117,2.0
22271,60.0,0.0,Jose Veras,Yankees,0.2,2008.0,rp,78,240,27.731755424063117,3.0
22272,47.0,0.0,Jose Veras,2 Teams,-0.3,2009.0,rp,78,240,27.731755424063117,4.0
22273,25.0,0.0,Jose Veras,Yankees,-0.3,2009.0,rp,78,240,27.731755424063117,4.0
22274,48.0,0.0,Jose Veras,Marlins,0.0,2010.0,rp,78,240,27.731755424063117,5.0
22275,79.0,0.0,Jose Veras,Pirates,0.5,2011.0,rp,78,240,27.731755424063117,6.0
22276,72.0,0.0,Jose Veras,Brewers,0.5,2012.0,rp,78,240,27.731755424063117,7.0
22277,67.0,0.0,Jose Veras,2 Teams,0.7,2013.0,rp,78,240,27.731755424063117,8.0
22278,42.0,0.0,Jose Veras,Astros,0.6,2013.0,rp,78,240,27.731755424063117,8.0
22279,46.0,0.0,Jose Veras,2 Teams,-0.3,2014.0,rp,78,240,27.731755424063117,9.0
22280,12.0,0.0,Jose Veras,Cubs,-0.3,2014.0,rp,78,240,27.731755424063117,9.0
22281,17.0,0.0,Joe Verbanic,Phillies,-0.3,1966.0,rp,72,155,21.019483024691358,1.0
22282,28.0,6.0,Joe Verbanic,Yankees,0.5,1967.0,rp,72,155,21.019483024691358,2.0
22283,40.0,11.0,Joe Verbanic,Yankees,-0.3,1968.0,rp,72,155,21.019483024691358,3.0
22284,7.0,0.0,Joe Verbanic,Yankees,-0.2,1970.0,rp,72,155,21.019483024691358,5.0
22285,1.0,1.0,Ryan Verdugo,Royals,-0.1,2012.0,sp,72,195,26.44386574074074,1.0
22286,32.0,0.0,Dave Veres,Astros,0.4,1994.0,rp,74,195,25.033783783783786,1.0
22287,72.0,0.0,Dave Veres,Astros,1.8,1995.0,rp,74,195,25.033783783783786,2.0
22288,68.0,0.0,Dave Veres,Expos,0.2,1996.0,rp,74,195,25.033783783783786,3.0
22289,53.0,0.0,Dave Veres,Expos,0.3,1997.0,rp,74,195,25.033783783783786,4.0
